people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia
1555,"Manuel Perez","V. Manuel",,Perez,,,1,D,1,Rep,HD-056,6485714,104441,,Manuel_Perez
1561,"Nancy Skinner",Nancy,C.,Skinner,,,1,D,2,Sen,SD-009,81851,104350,,Nancy_Skinner
1567,"Norma Torres",Norma,J.,Torres,,,1,D,2,Sen,SD-032,6485739,71284,,Norma_Torres
1571,"Mariko Yamada",Mariko,,Yamada,,,1,D,1,Rep,HD-004,2020228,81977,,Mariko_Yamada
1575,"Ronald Calderon",Ronald,S.,Calderon,,,1,D,2,Sen,SD-030,1257070,28545,,Ronald_S._Calderon
1578,"Ellen Corbett",Ellen,M.,Corbett,,,1,D,2,Sen,SD-010,6398854,16726,,Ellen_Corbett
1579,"Lou Correa",Lou,,Correa,,,1,D,2,Sen,SD-034,6398747,9732,,Lou_Correa
1582,"Mark DeSaulnier",Mark,,DeSaulnier,,,1,D,2,Sen,SD-007,24686,69477,,Mark_DeSaulnier
1588,"Robert Huff",Robert,,Huff,,Bob,2,R,2,Sen,SD-029,13008765,16575,,Bob_Huff
1590,"Mark Leno",Mark,,Leno,,,1,D,2,Sen,SD-011,22531,28596,,Mark_Leno
1591,"Carol Liu",Carol,J.,Liu,,,1,D,2,Sen,SD-025,22108,29060,,Carol_Liu
1594,"Gloria McLeod",Gloria,Negrete,McLeod,,,1,D,2,Sen,SD-032,24848,16492,,Gloria_Negrete_McLeod
1596,"Alex Padilla",Alex,,Padilla,,,1,D,2,Sen,SD-020,6468901,59742,,Alex_Padilla
1597,"Fran Pavley",Fran,,Pavley,,,1,D,2,Sen,SD-027,1262346,29336,,Fran_Pavley
1598,"Curren Price",Curren,D.,Price,Jr.,,1,D,2,Sen,SD-026,13008706,28973,,Curren_De_Mille_Price
1602,"Darrell Steinberg",Darrell,,Steinberg,,,1,D,2,Sen,SD-006,1920664,16861,,Darrell_Steinberg
1604,"Mimi Walters",Mimi,,Walters,,,2,R,2,Sen,SD-037,13008846,29346,,Mimi_Walters
1606,"Lois Wolk",Lois,,Wolk,,,1,D,2,Sen,SD-003,2230653,29062,,Lois_Wolk
1607,"Roderick Wright",Roderick,D.,Wright,,Rod,1,D,2,Sen,SD-035,1346984,9775,,Roderick_Wright
1608,"Mark Wyland",Mark,,Wyland,,,2,R,2,Sen,SD-038,2471345,29603,,Mark_Wyland
1609,"Leland Yee",Leland,Y.,Yee,,,1,D,2,Sen,SD-008,6398629,28969,,Leland_Yee
1610,"Loni Hancock",Loni,,Hancock,,,1,D,2,Sen,SD-009,6398685,29419,,Loni_Hancock
9547,"Mike Gatto",Mike,,Gatto,,,1,D,1,Rep,HD-043,767512,120220,,Mike_Gatto
10957,"Luis Alejo",Luis,A.,Alejo,,,1,D,1,Rep,HD-030,322143,112270,,Luis_Alejo
10958,"Michael Allen",Michael,,Allen,,,1,D,1,Rep,HD-007,13008455,120167,,Michael_Allen_(California)
10959,"Toni Atkins",Toni,,Atkins,,,1,D,2,Sen,SD-039,145632,70372,,Toni_Atkins_(California)
10960,"Susan Bonilla",Susan,A.,Bonilla,,,1,D,1,Rep,HD-014,299294,82208,,Susan_Bonilla
10963,"Roger Dickinson",Roger,,Dickinson,,,1,D,1,Rep,HD-007,13008457,28560,,Roger_Dickinson
10964,"Tim Donnelly",Tim,,Donnelly,,,2,R,1,Rep,HD-033,6686300,120254,,"Tim_Donnelly_(U.S._House_candidate,_California)"
10965,"Richard Gordon",Richard,S.,Gordon,,Rich,1,D,1,Rep,HD-024,415439,81558,,Richard_Gordon
10966,"Jeff Gorell",Jeff,,Gorell,,,2,R,1,Rep,HD-044,13008621,29051,,Jeff_Gorell
10968,"Ricardo Lara",Ricardo,,Lara,,,1,D,2,Sen,SD-033,6489792,104399,,Ricardo_Lara
10969,"Holly Mitchell",Holly,J.,Mitchell,,,1,D,2,Sen,SD-030,1322026,120230,,Holly_Mitchell
10970,"Richard Pan",Richard,,Pan,,,1,D,2,Sen,SD-006,13008437,120159,,Richard_Pan
10971,"Henry Perea",Henry,T.,Perea,,,1,D,1,Rep,HD-031,196867,71047,,Henry_T._Perea
10972,"Bob Wieckowski",Bob,,Wieckowski,,,1,D,1,Rep,HD-025,13008529,71025,,Bob_Wieckowski
10973,"Das Williams",Das,,Williams,,,1,D,1,Rep,HD-037,1801952,70639,,Das_Williams
10975,"Michael Rubio",Michael,J.,Rubio,,,1,D,2,Sen,SD-016,24945,82337,,Michael_J._Rubio
10977,"Juan Vargas",Juan,,Vargas,,,1,D,2,Sen,SD-040,622640,29100,,Juan_Vargas
11232,"Kristin Olsen",Kristin,,Olsen,,,2,R,1,Rep,HD-012,13008491,70651,,Kristin_Olsen
11609,"K H Achadjian","K H",,Achadjian,,Katcho,2,R,1,Rep,HD-035,13008599,81542,,K.H._Achadjian
11610,"Nora Campos",Nora,,Campos,,,1,D,1,Rep,HD-027,196260,70451,,Nora_Campos
11611,"Shannon Grove",Shannon,L.,Grove,,,2,R,2,Sen,SD-016,13008592,120204,,Shannon_Grove
11612,"Benjamin Hueso",Benjamin,,Hueso,,Ben,1,D,2,Sen,SD-040,654343,70366,,Ben_Hueso
11613,"Allan Mansoor",Allan,R.,Mansoor,,,2,R,1,Rep,HD-074,783014,70688,,Allan_R._Mansoor
11614,"Mike Morrell",Mike,,Morrell,,,2,R,2,Sen,SD-023,711528,29706,,Mike_Morrell
11616,"Donald Wagner",Donald,P.,Wagner,,Don,2,R,1,Rep,HD-068,13008823,29636,,Donald_P._Wagner
11920,"Roger Hernandez",Roger,,Hernandez,,,1,D,1,Rep,HD-048,13008693,71156,,Roger_Hernandez
11921,"Anthony Cannella",Anthony,,Cannella,,,2,R,2,Sen,SD-012,13011175,70467,,Anthony_Cannella
13078,"Beth Gaines",Beth,B.,Gaines,,,2,R,1,Rep,HD-006,6699813,129786,,Beth_Gaines
14091,"Franklin Bigelow",Franklin,E.,Bigelow,,Frank,2,R,1,Rep,HD-005,13008441,82440,,Frank_Bigelow
14092,"Richard Bloom",Richard,,Bloom,,,1,D,1,Rep,HD-050,11022796,70734,,Richard_Bloom
14093,"Raul Bocanegra",Raul,,Bocanegra,,,1,D,1,Rep,HD-039,782382,138536,,Raul_Bocanegra
14094,"Rob Bonta",Rob,,Bonta,,Bob,1,D,1,Rep,HD-018,13008519,129483,,Rob_Bonta
14095,"Cheryl Brown",Cheryl,R.,Brown,,,1,D,1,Rep,HD-047,13008690,138513,,Cheryl_Brown_(California)
14096,"Edwin Chau",Edwin,,Chau,,Ed,1,D,1,Rep,HD-049,702180,104286,,Edwin_Chau
14097,"Rocky Chavez",Rocky,J.,Chavez,,,2,R,1,Rep,HD-076,13008872,71016,,Rocky_Chavez
14098,"Ken Cooley",Ken,,Cooley,,,1,D,1,Rep,HD-008,717012,71245,,Ken_Cooley
14099,"Brian Dahle",Brian,,Dahle,,,2,R,1,Rep,HD-001,13008404,82387,,Brian_Dahle
14100,"Tom Daly",Tom,,Daly,,,1,D,1,Rep,HD-069,11022817,138462,,Tom_Daly
14101,"Susan Eggman",Susan,Talamantes,Eggman,,,1,D,1,Rep,HD-013,1262442,70866,,Susan_Talamantes_Eggman
14102,"Steve Fox",Steve,,Fox,,,1,D,1,Rep,HD-036,13008613,104382,,Steve_Fox_(California)
14103,"Jim Frazier",Jim,,Frazier,,,1,D,1,Rep,HD-011,11022751,113539,,Jim_Frazier
14104,"Cristina Garcia",Cristina,,Garcia,,,1,D,1,Rep,HD-058,13008754,140262,,Cristina_Garcia
14105,"Jimmy Gomez",Jimmy,,Gomez,,,1,D,1,Rep,HD-051,13008707,138524,,Jimmy_Gomez
14106,"Adam Gray",Adam,,Gray,,,1,D,1,Rep,HD-021,11022764,138552,,Adam_Gray
14107,"Chris Holden",Chris,R.,Holden,,,1,D,1,Rep,HD-041,11022784,71235,,Chris_Holden
14108,"Ian Calderon",Ian,Charles,Calderon,,,1,D,1,Rep,HD-057,11022802,140248,,Ian_Charles_Calderon
14109,"Reginald Jones-Sawyer",Reginald,B.,Jones-Sawyer,Sr.,Reggie,1,D,1,Rep,HD-059,770807,120229,,Reginald_Jones-Sawyer
14110,"Marc Levine",Marc,B.,Levine,,,1,D,1,Rep,HD-010,779330,126593,,Marc_Levine_(California)
14111,"Eric Linder",Eric,,Linder,,,2,R,1,Rep,HD-060,11023315,138436,,Eric_Linder
14112,"Brian Maienschein",Brian,,Maienschein,,,2,R,1,Rep,HD-077,13008880,70360,,Brian_Maienschein
14113,"Jose Medina",Jose,,Medina,,,1,D,1,Rep,HD-061,386803,29082,,Jose_Medina
14114,"Melissa Melendez",Melissa,A.,Melendez,,,2,R,1,Rep,HD-067,13008813,111859,,Melissa_Melendez
14115,"Kevin Mullin",Kevin,,Mullin,,,1,D,1,Rep,HD-022,13008543,105586,,Kevin_Mullin_(California)
14116,"Al Muratsuchi",Al,,Muratsuchi,,,1,D,1,Rep,HD-066,11022814,138450,,Al_Muratsuchi
14117,"Jim Patterson",Jim,,Patterson,,,2,R,1,Rep,HD-023,1516357,28881,,Jim_Patterson_(California)
14118,"Sharon Quirk-Silva",Sharon,,Quirk-Silva,,,1,D,1,Rep,HD-065,11022813,71051,,Sharon_Quirk-Silva
14119,"Bill Quirk",Bill,,Quirk,,,1,D,1,Rep,HD-020,196435,109721,,Bill_Quirk
14120,"Anthony Rendon",Anthony,,Rendon,,,1,D,1,Rep,HD-063,37194,138445,,Anthony_Rendon
14121,"Mark Stone",Mark,,Stone,,,1,D,1,Rep,HD-029,299544,81650,,Mark_Stone
14122,"Philip Ting",Philip,Y.,Ting,,Phil,1,D,1,Rep,HD-019,11022760,138545,,Phil_Ting
14123,"Marie Waldron",Marie,,Waldron,,,2,R,1,Rep,HD-075,400355,57320,,Marie_Waldron
14124,"Shirley Weber",Shirley,N.,Weber,,,1,D,1,Rep,HD-079,13008894,138421,,Shirley_Weber
14125,"Scott Wilk",Scott,Thomas,Wilk,,,2,R,2,Sen,SD-021,11023296,138539,,Scott_Wilk
14130,"Hannah-Beth Jackson",Hannah-Beth,,Jackson,,,1,D,2,Sen,SD-019,160620,16826,,Hannah-Beth_Jackson
14134,"Richard Roth",Richard,,Roth,,,1,D,2,Sen,SD-031,11022836,138416,,Richard_Roth
14219,"Adrin Nazarian",Adrin,,Nazarian,,,1,D,1,Rep,HD-046,11022792,138510,,Adrin_Nazarian
16033,"Lorena Gonzalez Fletcher",Lorena,,"Gonzalez Fletcher",,,1,D,1,Rep,HD-080,133178,144488,,Lorena_Gonzalez
16048,"Andy Vidak",Andy,,Vidak,,,2,R,2,Sen,SD-014,330788,120067,,Andy_Vidak
16087,"Freddie Rodriguez",Freddie,,Rodriguez,,,1,D,1,Rep,HD-052,18912284,144673,,Freddie_Rodriguez
16094,"Matt Dababneh",Matt,,Dababneh,,,1,D,1,Rep,HD-045,18912256,144893,,Matt_Dababneh
16221,"Brian Jones",Brian,W.,Jones,,,2,R,2,Sen,SD-038,13008835,70781,,Brian_Jones_(California)
17428,"Rudy Salas",Rudy,,Salas,,,1,D,1,Rep,HD-032,255857,129492,,Rudy_Salas
17429,"Sebastian Ridley-Thomas",Sebastian,,Ridley-Thomas,,,1,D,1,Rep,HD-054,173676,145971,,Sebastian_Ridley-Thomas
