people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia
11611,"Shannon Grove",Shannon,L.,Grove,,,2,R,2,Sen,SD-016,13008592,120204,,Shannon_Grove
11612,"Benjamin Hueso",Benjamin,,Hueso,,Ben,1,D,2,Sen,SD-040,654343,70366,,Ben_Hueso
11614,"Mike Morrell",Mike,,Morrell,,,2,R,2,Sen,SD-023,711528,29706,,Mike_Morrell
11616,"Donald Wagner",Donald,P.,Wagner,,Don,2,R,1,Rep,HD-068,13008823,29636,,Donald_P._Wagner
11920,"Roger Hernandez",Roger,,Hernandez,,,1,D,1,Rep,HD-048,13008693,71156,,Roger_Hernandez
11921,"Anthony Cannella",Anthony,,Cannella,,,2,R,2,Sen,SD-012,13011175,70467,,Anthony_Cannella
13078,"Beth Gaines",Beth,B.,Gaines,,,2,R,1,Rep,HD-006,6699813,129786,,Beth_Gaines
14091,"Franklin Bigelow",Franklin,E.,Bigelow,,Frank,2,R,1,Rep,HD-005,13008441,82440,,Frank_Bigelow
14092,"Richard Bloom",Richard,,Bloom,,,1,D,1,Rep,HD-050,11022796,70734,,Richard_Bloom
14094,"Rob Bonta",Rob,,Bonta,,Bob,1,D,1,Rep,HD-018,13008519,129483,,Rob_Bonta
14095,"Cheryl Brown",Cheryl,R.,Brown,,,1,D,1,Rep,HD-047,13008690,138513,,Cheryl_Brown_(California)
14096,"Edwin Chau",Edwin,,Chau,,Ed,1,D,1,Rep,HD-049,702180,104286,,Edwin_Chau
14097,"Rocky Chavez",Rocky,J.,Chavez,,,2,R,1,Rep,HD-076,13008872,71016,,Rocky_Chavez
14098,"Ken Cooley",Ken,,Cooley,,,1,D,1,Rep,HD-008,717012,71245,,Ken_Cooley
14099,"Brian Dahle",Brian,,Dahle,,,2,R,1,Rep,HD-001,13008404,82387,,Brian_Dahle
14100,"Tom Daly",Tom,,Daly,,,1,D,1,Rep,HD-069,11022817,138462,,Tom_Daly
14101,"Susan Eggman",Susan,Talamantes,Eggman,,,1,D,1,Rep,HD-013,1262442,70866,,Susan_Talamantes_Eggman
14103,"Jim Frazier",Jim,,Frazier,,,1,D,1,Rep,HD-011,11022751,113539,,Jim_Frazier
14104,"Cristina Garcia",Cristina,,Garcia,,,1,D,1,Rep,HD-058,13008754,140262,,Cristina_Garcia
14105,"Jimmy Gomez",Jimmy,,Gomez,,,1,D,1,Rep,HD-051,13008707,138524,,Jimmy_Gomez
14106,"Adam Gray",Adam,,Gray,,,1,D,1,Rep,HD-021,11022764,138552,,Adam_Gray
14107,"Chris Holden",Chris,R.,Holden,,,1,D,1,Rep,HD-041,11022784,71235,,Chris_Holden
14108,"Ian Calderon",Ian,Charles,Calderon,,,1,D,1,Rep,HD-057,11022802,140248,,Ian_Charles_Calderon
14109,"Reginald Jones-Sawyer",Reginald,B.,Jones-Sawyer,Sr.,Reggie,1,D,1,Rep,HD-059,770807,120229,,Reginald_Jones-Sawyer
14110,"Marc Levine",Marc,B.,Levine,,,1,D,1,Rep,HD-010,779330,126593,,Marc_Levine_(California)
14111,"Eric Linder",Eric,,Linder,,,2,R,1,Rep,HD-060,11023315,138436,,Eric_Linder
14112,"Brian Maienschein",Brian,,Maienschein,,,2,R,1,Rep,HD-077,13008880,70360,,Brian_Maienschein
14113,"Jose Medina",Jose,,Medina,,,1,D,1,Rep,HD-061,386803,29082,,Jose_Medina
14114,"Melissa Melendez",Melissa,A.,Melendez,,,2,R,1,Rep,HD-067,13008813,111859,,Melissa_Melendez
14115,"Kevin Mullin",Kevin,,Mullin,,,1,D,1,Rep,HD-022,13008543,105586,,Kevin_Mullin_(California)
14117,"Jim Patterson",Jim,,Patterson,,,2,R,1,Rep,HD-023,1516357,28881,,Jim_Patterson_(California)
14119,"Bill Quirk",Bill,,Quirk,,,1,D,1,Rep,HD-020,196435,109721,,Bill_Quirk
14120,"Anthony Rendon",Anthony,,Rendon,,,1,D,1,Rep,HD-063,37194,138445,,Anthony_Rendon
14121,"Mark Stone",Mark,,Stone,,,1,D,1,Rep,HD-029,299544,81650,,Mark_Stone
14122,"Philip Ting",Philip,Y.,Ting,,Phil,1,D,1,Rep,HD-019,11022760,138545,,Phil_Ting
14123,"Marie Waldron",Marie,,Waldron,,,2,R,1,Rep,HD-075,400355,57320,,Marie_Waldron
14124,"Shirley Weber",Shirley,N.,Weber,,,1,D,1,Rep,HD-079,13008894,138421,,Shirley_Weber
14125,"Scott Wilk",Scott,Thomas,Wilk,,,2,R,2,Sen,SD-021,11023296,138539,,Scott_Wilk
14130,"Hannah-Beth Jackson",Hannah-Beth,,Jackson,,,1,D,2,Sen,SD-019,160620,16826,,Hannah-Beth_Jackson
14134,"Richard Roth",Richard,,Roth,,,1,D,2,Sen,SD-031,11022836,138416,,Richard_Roth
14219,"Adrin Nazarian",Adrin,,Nazarian,,,1,D,1,Rep,HD-046,11022792,138510,,Adrin_Nazarian
16033,"Lorena Gonzalez Fletcher",Lorena,,"Gonzalez Fletcher",,,1,D,1,Rep,HD-080,133178,144488,,Lorena_Gonzalez
16048,"Andy Vidak",Andy,,Vidak,,,2,R,2,Sen,SD-014,330788,120067,,Andy_Vidak
16087,"Freddie Rodriguez",Freddie,,Rodriguez,,,1,D,1,Rep,HD-052,18912284,144673,,Freddie_Rodriguez
16094,"Matt Dababneh",Matt,,Dababneh,,,1,D,1,Rep,HD-045,18912256,144893,,Matt_Dababneh
16221,"Brian Jones",Brian,W.,Jones,,,2,R,2,Sen,SD-038,13008835,70781,,Brian_Jones_(California)
16278,"Catharine Baker",Catharine,,Baker,,,2,R,1,Rep,HD-016,23421184,151690,,Catharine_Baker
16279,"William Brough",William,,Brough,,Bill,2,R,1,Rep,HD-073,23421323,129522,,William_Brough
16280,"Autumn Burke",Autumn,,Burke,,,1,D,1,Rep,HD-062,23421292,151700,,Autumn_Burke
16281,"Ling Ling Chang","Ling Ling",,Chang,,,2,R,2,Sen,SD-029,594598,129527,,Ling_Ling_Chang
16282,"David Chiu",David,,Chiu,,,1,D,1,Rep,HD-017,673999,112071,,David_Chiu_(California)
16283,"Kansen Chu",Kansen,,Chu,,,1,D,1,Rep,HD-025,2495983,88289,,Kansen_Chu
16284,"Jim Cooper",Jim,,Cooper,,,1,D,1,Rep,HD-009,23421159,151721,,Jim_Cooper_(California)
16285,"Bill Dodd",Bill,,Dodd,,,1,D,2,Sen,SD-003,18694309,82641,,Bill_Dodd
16286,"Eduardo Garcia",Eduardo,,Garcia,,,1,D,1,Rep,HD-056,23421285,111663,,Eduardo_Garcia
16287,"James Gallagher",James,,Gallagher,,,2,R,1,Rep,HD-003,23421142,114778,,James_Gallagher_(California)
16288,"Mike Gipson",Mike,,Gipson,,,1,D,1,Rep,HD-064,775723,70443,,Mike_Gipson
16289,"David Hadley",David,,Hadley,,,2,R,1,Rep,HD-066,23421309,151760,,David_Hadley
16290,"Matthew Harper",Matthew,,Harper,,,2,R,1,Rep,HD-074,15203503,129564,,Matthew_Harper
16291,"Jacqui Irwin",Jacqui,,Irwin,,,1,D,1,Rep,HD-044,667092,70919,,Jacqui_Irwin
16292,"Young Kim",Young,,Kim,,,2,R,1,Rep,HD-065,22215539,151787,,Young_Kim_(California)
16293,"Tom Lackey",Tom,,Lackey,,,2,R,1,Rep,HD-036,11023291,71099,,Tom_Lackey
16294,"Evan Low",Evan,,Low,,,1,D,1,Rep,HD-028,595416,70415,,Evan_Low
16295,"Devon Mathis",Devon,,Mathis,,,2,R,1,Rep,HD-026,23421211,151908,,Devon_Mathis
16296,"Kevin McCarty",Kevin,,McCarty,,,1,D,1,Rep,HD-007,13008471,70260,,Kevin_McCarty_(California)
16297,"Patrick O'Donnell",Patrick,,O'Donnell,,,1,D,1,Rep,HD-070,23421316,70449,,Patrick_O%27Donnell
16298,"Jay Obernolte",Jay,P,Obernolte,,,2,R,1,Rep,HD-033,13479345,151831,,Jay_Obernolte
16299,"Miguel Santiago",Miguel,,Santiago,,,1,D,1,Rep,HD-053,23421278,151853,,Miguel_Santiago_(California)
16300,"Marc Steinorth",Marc,,Steinorth,,,2,R,1,Rep,HD-040,15368808,146426,,Marc_Steinorth
16301,"Tony Thurmond",Tony,,Thurmond,,,1,D,1,Rep,HD-015,6485735,70179,,Tony_Thurmond
16302,"Travis Allen",Travis,,Allen,,,2,R,1,Rep,HD-072,13008838,138473,,Travis_Allen
16303,"Jim Wood",Jim,,Wood,,,1,D,1,Rep,HD-002,90105,71013,,Jim_Wood
16304,"Benjamin Allen",Benjamin,,Allen,,Ben,1,D,2,Sen,SD-026,23421111,151677,,Ben_Allen
16305,"Patricia Bates",Patricia,C,Bates,,Pat,2,R,2,Sen,SD-036,11022372,82706,,Patricia_C._Bates
16306,"Bob Hertzberg",Bob,,Hertzberg,,,1,D,2,Sen,SD-018,6413709,9756,,Robert_Hertzberg
16307,"Connie Leyva",Connie,M,Leyva,,,1,D,2,Sen,SD-020,1263904,151805,,Connie_M._Leyva
16308,"Mike McGuire",Mike,,McGuire,,,1,D,2,Sen,SD-002,23421088,129749,,Mike_McGuire
16309,"Janet Nguyen",Janet,,Nguyen,,,2,R,2,Sen,SD-034,1272718,82721,,Janet_Nguyen
16310,"Jeff Stone",Jeff,,Stone,,,2,R,2,Sen,SD-028,6668573,82828,,Jeff_Stone_(California)
16316,"Chad Mayes",Chad,,Mayes,,,2,R,1,Rep,HD-042,785335,151815,,Chad_Mayes
16317,"Patty Lopez",Patty,,Lopez,,,1,D,1,Rep,HD-039,23421247,151807,,Patty_Lopez
17428,"Rudy Salas",Rudy,,Salas,,,1,D,1,Rep,HD-032,255857,129492,,Rudy_Salas
17429,"Sebastian Ridley-Thomas",Sebastian,,Ridley-Thomas,,,1,D,1,Rep,HD-054,173676,145971,,Sebastian_Ridley-Thomas
17671,"John Moorlach",John,,Moorlach,,,2,R,2,Sen,SD-037,1271861,82725,,John_Moorlach
17701,"Steve Glazer",Steve,,Glazer,,,1,D,2,Sen,SD-007,1348234,151749,,Steve_Glazer
17703,"Sharon Runner",Sharon,,Runner,,,2,R,2,Sen,SD-021,41481,28796,,Sharon_Runner
19459,"Joaquin Arambula",Joaquin,,Arambula,,,1,D,1,Rep,HD-031,38179528,169272,,Joaquin_Arambula
